12,21915.0,11,24,16,3,6,26,20,25,19,21915.0,58.0
12,21915.0,11,24,16,7,4,26,14,25,19,21915.0,29.0
12,21915.0,22,24,10,3,6,26,14,25,19,21915.0,57.0
12,21915.0,11,23,10,3,4,26,14,25,15,21915.0,19.0
12,21915.0,11,23,10,3,5,18,27,17,15,21915.0,29.0
12,21915.0,11,24,16,1,8,18,27,17,15,21915.0,28.0
12,21915.0,22,23,16,1,5,26,14,25,19,21915.0,57.0
12,21915.0,11,23,10,1,2,26,14,17,15,21915.0,9.0
12,21915.0,22,23,16,7,8,26,14,25,19,21915.0,56.0
12,21915.0,11,23,10,7,9,26,14,25,15,21915.0,19.0
12,21915.0,22,24,10,7,0,26,20,25,19,21915.0,58.0
12,21915.0,11,24,16,7,9,26,20,17,15,21915.0,29.0
12,21915.0,11,23,10,1,4,26,20,25,19,21915.0,57.0
12,21915.0,11,23,10,1,2,18,27,17,15,21915.0,29.0
12,21915.0,22,23,16,7,0,26,14,25,19,21915.0,57.0
12,21915.0,22,23,16,3,4,26,14,25,19,21915.0,57.0
12,21915.0,11,24,16,1,6,26,20,17,15,21915.0,29.0
12,21915.0,11,23,10,1,0,26,14,17,15,21915.0,10.0
12,21915.0,22,24,10,1,2,26,20,25,19,21915.0,58.0
12,21915.0,11,23,10,3,2,18,27,17,15,21915.0,29.0
12,21915.0,11,23,10,3,8,26,27,25,19,21915.0,58.0
12,21915.0,11,23,16,1,9,26,14,25,19,21915.0,28.0
12,21915.0,11,24,10,3,6,26,14,25,19,21915.0,29.0
12,21915.0,11,24,16,7,2,26,14,17,15,21915.0,9.0
12,21915.0,11,23,10,7,5,26,14,25,19,21915.0,28.0
12,21915.0,22,23,16,7,6,26,14,25,19,21915.0,56.0
12,21915.0,22,24,10,7,8,26,20,25,19,21915.0,56.0
12,21915.0,11,24,16,1,5,26,20,25,19,21915.0,58.0
12,21915.0,11,24,16,3,9,26,14,25,19,21915.0,28.0
12,21915.0,22,24,10,1,6,26,14,25,19,21915.0,56.0
12,21915.0,11,24,16,3,9,26,20,17,15,21915.0,28.0
12,21915.0,22,23,16,1,2,26,14,25,19,21915.0,56.0
12,21915.0,11,24,16,3,2,26,14,17,15,21915.0,10.0
12,21915.0,11,23,10,7,6,26,14,25,19,21915.0,29.0
12,21915.0,11,23,10,1,6,18,27,17,15,21915.0,29.0
12,21915.0,11,24,16,1,0,26,14,17,15,21915.0,9.0
12,21915.0,22,24,10,3,9,26,20,25,19,21915.0,57.0
12,21915.0,11,23,10,1,9,26,14,25,19,21915.0,29.0
12,21915.0,11,24,16,3,4,18,27,17,15,21915.0,28.0
12,21915.0,11,24,16,1,0,26,20,17,15,21915.0,29.0
12,21915.0,11,23,10,1,5,26,14,25,15,21915.0,19.0
12,21915.0,11,24,16,3,6,26,14,25,19,21915.0,28.0
12,21915.0,11,23,10,3,9,18,27,17,15,21915.0,28.0
12,21915.0,11,23,10,7,4,26,20,17,15,21915.0,28.0
12,21915.0,11,23,10,1,9,18,27,17,15,21915.0,28.0
12,21915.0,11,23,10,3,6,26,14,25,15,21915.0,19.0
12,21915.0,22,23,16,1,2,26,27,25,19,21915.0,58.0
12,21915.0,11,23,10,1,6,26,14,25,19,21915.0,28.0
12,21915.0,22,23,16,3,5,26,27,25,19,21915.0,58.0
12,21915.0,11,23,10,3,0,26,20,25,19,21915.0,56.0
12,21915.0,11,24,16,3,2,26,14,25,15,21915.0,19.0
12,21915.0,11,24,16,3,0,26,14,17,15,21915.0,9.0
12,21915.0,11,23,10,3,4,26,20,17,15,21915.0,29.0
12,21915.0,11,24,16,1,2,26,20,17,15,21915.0,28.0
12,21915.0,22,23,16,3,5,26,20,25,19,21915.0,57.0
12,21915.0,11,23,10,1,8,18,27,17,15,21915.0,29.0
12,21915.0,11,24,16,1,2,18,27,17,15,21915.0,28.0
12,21915.0,11,24,16,7,2,18,27,17,15,21915.0,29.0
12,21915.0,11,23,10,3,6,26,20,25,19,21915.0,56.0
12,21915.0,22,23,16,3,8,26,27,25,19,21915.0,56.0
12,21915.0,11,23,10,1,9,26,20,25,19,21915.0,56.0
12,21915.0,11,24,16,7,4,18,27,17,15,21915.0,29.0
12,21915.0,11,24,16,1,2,26,20,25,19,21915.0,56.0
12,21915.0,11,24,10,3,5,26,14,25,19,21915.0,28.0
12,21915.0,11,24,16,7,0,26,14,17,15,21915.0,10.0
12,21915.0,11,24,16,1,6,26,14,25,15,21915.0,19.0
12,21915.0,11,24,16,7,2,26,20,17,15,21915.0,29.0
12,21915.0,11,23,10,1,4,26,20,17,15,21915.0,29.0
12,21915.0,11,23,10,3,4,18,27,17,15,21915.0,29.0
12,21915.0,11,24,16,3,5,26,27,25,19,21915.0,58.0
12,21915.0,22,24,10,3,6,26,20,25,19,21915.0,56.0
12,21915.0,11,24,16,1,5,26,14,25,15,21915.0,19.0
12,21915.0,11,24,10,7,0,26,14,25,19,21915.0,28.0
12,21915.0,11,23,10,1,2,26,14,25,15,21915.0,19.0
12,21915.0,22,23,16,7,8,26,20,25,19,21915.0,58.0
12,21915.0,22,24,10,1,0,26,20,25,19,21915.0,57.0
12,21915.0,11,24,16,7,6,26,20,17,15,21915.0,28.0
12,21915.0,11,24,16,7,5,26,14,17,15,21915.0,10.0
12,21915.0,11,24,16,7,4,26,14,17,15,21915.0,9.0
12,21915.0,11,23,10,1,9,26,20,17,15,21915.0,28.0
12,21915.0,11,24,16,7,6,26,14,25,19,21915.0,28.0
12,21915.0,11,24,16,3,8,18,27,17,15,21915.0,29.0
12,21915.0,22,24,10,7,4,26,14,25,19,21915.0,56.0
12,21915.0,11,24,16,7,9,18,27,17,15,21915.0,28.0
12,21915.0,22,24,10,3,4,26,20,25,19,21915.0,58.0
12,21915.0,22,23,16,7,8,26,27,25,19,21915.0,58.0
12,21915.0,22,24,10,1,8,26,20,25,19,21915.0,58.0
12,21915.0,11,23,10,7,2,26,20,25,19,21915.0,56.0
12,21915.0,22,24,10,3,8,26,20,25,19,21915.0,57.0
12,21915.0,22,24,10,3,5,26,14,25,19,21915.0,58.0
12,21915.0,11,23,10,3,9,26,14,17,15,21915.0,10.0
12,21915.0,11,24,16,7,2,26,14,25,19,21915.0,28.0
12,21915.0,11,24,16,1,6,18,27,17,15,21915.0,28.0
12,21915.0,11,24,10,7,6,26,14,25,19,21915.0,28.0
12,21915.0,11,23,10,3,9,26,14,25,15,21915.0,19.0
12,21915.0,22,24,10,1,9,26,27,25,19,21915.0,58.0
12,21915.0,11,24,16,1,4,26,20,25,19,21915.0,57.0
12,21915.0,22,24,10,1,8,26,14,25,19,21915.0,57.0
12,21915.0,11,24,16,7,6,26,20,25,19,21915.0,57.0
12,21915.0,11,24,16,7,0,26,20,25,19,21915.0,56.0
12,21915.0,11,23,10,1,8,26,27,25,19,21915.0,57.0
12,21915.0,11,23,10,3,5,26,14,17,15,21915.0,9.0
12,21915.0,11,23,16,7,0,26,14,25,19,21915.0,29.0
12,21915.0,22,24,10,3,9,26,14,25,19,21915.0,58.0
12,21915.0,11,24,16,1,4,26,20,17,15,21915.0,28.0
12,21915.0,11,23,10,7,0,18,27,17,15,21915.0,29.0
12,21915.0,11,23,10,3,8,26,14,25,19,21915.0,28.0
12,21915.0,11,24,16,1,6,26,14,17,15,21915.0,10.0
12,21915.0,11,24,10,1,9,26,14,25,19,21915.0,29.0
12,21915.0,11,24,16,3,8,26,14,25,15,21915.0,19.0
12,21915.0,11,24,16,1,4,26,14,25,19,21915.0,28.0
12,21915.0,11,23,10,7,6,26,20,17,15,21915.0,29.0
12,21915.0,11,23,10,7,8,18,27,17,15,21915.0,28.0
12,21915.0,22,23,16,1,9,26,14,25,19,21915.0,58.0
12,21915.0,11,23,10,1,6,26,20,25,19,21915.0,58.0
12,21915.0,11,23,10,3,4,26,14,25,19,21915.0,28.0
12,21915.0,11,24,16,3,5,26,20,17,15,21915.0,28.0
12,21915.0,11,23,10,1,5,18,27,17,15,21915.0,28.0
12,21915.0,22,23,16,7,6,26,27,25,19,21915.0,58.0
12,21915.0,11,24,16,1,8,26,20,17,15,21915.0,29.0
12,21915.0,11,24,10,3,9,26,14,25,19,21915.0,28.0
12,21915.0,11,23,10,3,6,26,27,25,19,21915.0,58.0
12,21915.0,11,24,16,7,8,26,20,25,19,21915.0,58.0
12,21915.0,22,23,16,1,6,26,27,25,19,21915.0,57.0
12,21915.0,11,23,10,7,9,26,27,25,19,21915.0,58.0
12,21915.0,11,23,10,1,2,26,27,25,19,21915.0,56.0
12,21915.0,11,24,16,1,8,26,27,25,19,21915.0,57.0
12,21915.0,11,24,16,3,8,26,20,17,15,21915.0,29.0
12,21915.0,11,24,16,7,8,26,14,25,15,21915.0,19.0
12,21915.0,11,23,10,3,8,26,20,17,15,21915.0,28.0
12,21915.0,11,24,16,7,8,26,27,25,19,21915.0,58.0
12,21915.0,11,24,16,7,9,26,20,25,19,21915.0,56.0
12,21915.0,22,24,10,1,6,26,27,25,19,21915.0,58.0
12,21915.0,22,23,16,1,0,26,20,25,19,21915.0,57.0
12,21915.0,11,23,16,1,8,26,14,25,19,21915.0,29.0
12,21915.0,22,23,16,7,0,26,20,25,19,21915.0,56.0
12,21915.0,11,24,16,7,2,26,27,25,19,21915.0,57.0
12,21915.0,11,24,16,7,0,26,14,25,19,21915.0,29.0
12,21915.0,11,23,16,1,5,26,14,25,19,21915.0,29.0
12,21915.0,11,23,10,3,2,26,14,17,15,21915.0,9.0
12,21915.0,11,23,16,7,5,26,14,25,19,21915.0,28.0
12,21915.0,22,24,10,1,0,26,14,25,19,21915.0,56.0
12,21915.0,11,24,16,3,4,26,14,25,15,21915.0,19.0
12,21915.0,22,24,10,1,5,26,20,25,19,21915.0,56.0
12,21915.0,11,23,10,3,8,26,14,17,15,21915.0,10.0
12,21915.0,11,24,16,1,0,26,20,25,19,21915.0,58.0
12,21915.0,11,24,16,3,8,26,20,25,19,21915.0,58.0
12,21915.0,11,24,16,3,4,26,20,25,19,21915.0,56.0
12,21915.0,22,23,16,3,6,26,14,25,19,21915.0,58.0
12,21915.0,11,23,10,3,4,26,20,25,19,21915.0,58.0
12,21915.0,11,24,16,1,0,26,14,25,19,21915.0,29.0
12,21915.0,22,24,10,3,2,26,20,25,19,21915.0,58.0
12,21915.0,11,23,10,7,4,26,20,25,19,21915.0,56.0
12,21915.0,11,23,10,1,5,26,14,25,19,21915.0,29.0
12,21915.0,11,23,10,1,2,26,20,17,15,21915.0,29.0
12,21915.0,11,23,16,1,6,26,14,25,19,21915.0,28.0
12,21915.0,11,24,16,7,4,26,14,25,15,21915.0,19.0
12,21915.0,11,23,10,7,5,26,14,25,15,21915.0,20.0
12,21915.0,11,23,10,3,0,26,20,17,15,21915.0,29.0
12,21915.0,22,23,16,3,0,26,27,25,19,21915.0,57.0
12,21915.0,11,24,16,3,2,26,20,25,19,21915.0,57.0
12,21915.0,11,23,10,7,9,26,14,25,19,21915.0,28.0
12,21915.0,11,23,10,3,5,26,20,25,19,21915.0,58.0
12,21915.0,11,23,10,7,0,26,14,17,15,21915.0,9.0
12,21915.0,22,23,16,3,5,26,14,25,19,21915.0,56.0
12,21915.0,22,24,10,7,2,26,27,25,19,21915.0,58.0
12,21915.0,22,23,16,7,4,26,14,25,19,21915.0,58.0
12,21915.0,22,24,10,3,2,26,14,25,19,21915.0,56.0
12,21915.0,11,24,16,3,4,26,14,17,15,21915.0,10.0
12,21915.0,22,24,10,7,4,26,20,25,19,21915.0,57.0
12,21915.0,11,24,16,3,6,26,27,25,19,21915.0,57.0
12,21915.0,22,24,10,7,0,26,14,25,19,21915.0,58.0
12,21915.0,11,24,16,1,4,26,14,17,15,21915.0,9.0
12,21915.0,22,23,16,1,5,26,20,25,19,21915.0,58.0
12,21915.0,11,23,10,7,2,26,27,25,19,21915.0,57.0
12,21915.0,11,24,16,3,5,26,20,25,19,21915.0,56.0
12,21915.0,22,24,10,3,0,26,27,25,19,21915.0,57.0
12,21915.0,11,23,10,1,4,18,27,17,15,21915.0,28.0
12,21915.0,11,23,10,3,5,26,14,25,15,21915.0,19.0
12,21915.0,11,24,10,1,5,26,14,25,19,21915.0,28.0
12,21915.0,11,24,16,1,0,18,27,17,15,21915.0,29.0
12,21915.0,11,23,10,3,0,26,27,25,19,21915.0,57.0
12,21915.0,11,23,16,3,9,26,14,25,19,21915.0,29.0
12,21915.0,22,24,10,3,8,26,14,25,19,21915.0,56.0
12,21915.0,11,23,10,3,9,26,27,25,19,21915.0,56.0
12,21915.0,11,24,16,1,8,26,14,17,15,21915.0,10.0
12,21915.0,11,24,10,1,8,26,14,25,19,21915.0,29.0
12,21915.0,11,24,16,1,9,26,20,25,19,21915.0,58.0
12,21915.0,11,24,16,1,2,26,14,17,15,21915.0,10.0
12,21915.0,22,23,16,3,9,26,20,25,19,21915.0,58.0
12,21915.0,11,23,10,7,8,26,20,17,15,21915.0,29.0
12,21915.0,11,24,16,1,5,26,27,25,19,21915.0,58.0
12,21915.0,11,24,16,1,9,18,27,17,15,21915.0,29.0
12,21915.0,11,24,10,1,4,26,14,25,19,21915.0,28.0
12,21915.0,22,24,10,1,6,26,20,25,19,21915.0,58.0
12,21915.0,11,24,16,7,4,26,27,25,19,21915.0,56.0
12,21915.0,11,23,16,3,4,26,14,25,19,21915.0,29.0
12,21915.0,11,24,16,7,0,26,20,17,15,21915.0,28.0
12,21915.0,11,23,10,1,5,26,14,17,15,21915.0,10.0
12,21915.0,11,23,10,3,5,26,14,25,19,21915.0,29.0
12,21915.0,11,23,10,3,2,26,14,25,19,21915.0,28.0
12,21915.0,11,24,16,1,9,26,14,17,15,21915.0,9.0
12,21915.0,11,23,10,7,5,18,27,17,15,21915.0,29.0
12,21915.0,22,23,16,7,5,26,20,25,19,21915.0,57.0
12,21915.0,11,24,16,1,8,26,14,25,19,21915.0,29.0
12,21915.0,11,23,10,7,6,26,14,25,15,21915.0,19.0
12,21915.0,11,24,16,3,8,26,14,25,19,21915.0,29.0
12,21915.0,11,23,10,3,8,26,20,25,19,21915.0,57.0
12,21915.0,11,23,10,3,0,26,14,25,15,21915.0,19.0
12,21915.0,11,23,16,7,4,26,14,25,19,21915.0,28.0
12,21915.0,11,24,16,7,4,26,20,25,19,21915.0,58.0
12,21915.0,22,23,16,3,2,26,27,25,19,21915.0,57.0
12,21915.0,11,23,10,1,0,26,20,25,19,21915.0,57.0
12,21915.0,11,24,16,7,6,26,14,25,15,21915.0,19.0
12,21915.0,22,24,10,3,0,26,14,25,19,21915.0,58.0
12,21915.0,11,23,10,7,6,26,20,25,19,21915.0,58.0
12,21915.0,11,24,16,7,8,26,14,17,15,21915.0,9.0
12,21915.0,11,23,10,7,2,26,20,17,15,21915.0,29.0
12,21915.0,22,24,10,7,5,26,20,25,19,21915.0,58.0
12,21915.0,11,24,16,3,0,18,27,17,15,21915.0,29.0
12,21915.0,22,23,16,7,4,26,27,25,19,21915.0,56.0
12,21915.0,22,24,10,3,4,26,27,25,19,21915.0,57.0
12,21915.0,11,23,10,7,6,26,27,25,19,21915.0,56.0
12,21915.0,11,23,10,7,8,26,20,25,19,21915.0,57.0
12,21915.0,11,24,16,1,9,26,14,25,19,21915.0,28.0
12,21915.0,22,23,16,1,4,26,14,25,19,21915.0,56.0
12,21915.0,11,23,10,7,2,26,14,17,15,21915.0,10.0
12,21915.0,22,23,16,3,4,26,20,25,19,21915.0,56.0
12,21915.0,11,24,16,1,9,26,20,17,15,21915.0,29.0
12,21915.0,11,24,16,3,4,26,27,25,19,21915.0,57.0
12,21915.0,11,23,10,1,8,26,20,17,15,21915.0,29.0
12,21915.0,11,24,16,7,5,26,20,17,15,21915.0,29.0
12,21915.0,11,24,16,1,0,26,27,25,19,21915.0,56.0
12,21915.0,11,24,16,3,6,18,27,17,15,21915.0,29.0
12,21915.0,11,23,10,1,4,26,27,25,19,21915.0,56.0
12,21915.0,22,23,16,1,9,26,27,25,19,21915.0,56.0
12,21915.0,11,23,10,1,5,26,20,17,15,21915.0,29.0
12,21915.0,11,23,16,3,0,26,14,25,19,21915.0,29.0
12,21915.0,22,23,16,7,0,26,27,25,19,21915.0,58.0
12,21915.0,11,24,16,1,5,18,27,17,15,21915.0,29.0
12,21915.0,11,24,16,3,6,26,14,25,15,21915.0,19.0
12,21915.0,11,24,16,3,5,26,14,17,15,21915.0,10.0
12,21915.0,11,24,10,3,4,26,14,25,19,21915.0,29.0
12,21915.0,11,23,10,3,6,26,20,17,15,21915.0,28.0
12,21915.0,22,24,10,7,2,26,20,25,19,21915.0,56.0
12,21915.0,11,23,10,3,8,26,14,25,15,21915.0,19.0
12,21915.0,11,24,16,3,0,26,14,25,15,21915.0,19.0
12,21915.0,22,24,10,3,4,26,14,25,19,21915.0,57.0
12,21915.0,11,23,10,1,8,26,20,25,19,21915.0,58.0
12,21915.0,11,23,10,7,9,18,27,17,15,21915.0,29.0
12,21915.0,11,23,10,1,4,26,14,25,19,21915.0,29.0
12,21915.0,22,24,10,1,4,26,27,25,19,21915.0,56.0
12,21915.0,11,24,10,7,4,26,14,25,19,21915.0,29.0
12,21915.0,11,23,10,3,4,26,27,25,19,21915.0,57.0
12,21915.0,11,24,10,7,2,26,14,25,19,21915.0,29.0
12,21915.0,11,23,16,3,2,26,14,25,19,21915.0,28.0
12,21915.0,11,23,10,1,0,26,14,25,19,21915.0,28.0
12,21915.0,22,24,10,1,9,26,14,25,19,21915.0,57.0
12,21915.0,22,23,16,3,8,26,14,25,19,21915.0,58.0
12,21915.0,11,24,16,3,0,26,20,17,15,21915.0,28.0
12,21915.0,11,24,16,7,6,26,14,17,15,21915.0,10.0
12,21915.0,11,23,10,3,9,26,14,25,19,21915.0,29.0
12,21915.0,11,23,16,1,4,26,14,25,19,21915.0,29.0
12,21915.0,11,24,16,7,8,26,20,17,15,21915.0,28.0
12,21915.0,11,24,16,7,9,26,14,25,19,21915.0,29.0
12,21915.0,11,24,16,7,9,26,14,25,15,21915.0,19.0
12,21915.0,11,24,16,3,8,26,14,17,15,21915.0,9.0
12,21915.0,11,23,16,3,5,26,14,25,19,21915.0,29.0
12,21915.0,11,24,16,7,2,26,14,25,15,21915.0,19.0
12,21915.0,11,23,10,7,8,26,14,17,15,21915.0,10.0
12,21915.0,11,23,16,7,6,26,14,25,19,21915.0,29.0
12,21915.0,11,23,10,1,6,26,20,17,15,21915.0,28.0
12,21915.0,22,24,10,7,9,26,20,25,19,21915.0,58.0
12,21915.0,11,23,10,7,9,26,20,25,19,21915.0,58.0
12,21915.0,11,23,10,1,0,18,27,17,15,21915.0,29.0
12,21915.0,11,23,10,3,8,18,27,17,15,21915.0,29.0
12,21915.0,11,24,16,3,2,18,27,17,15,21915.0,28.0
12,21915.0,11,24,16,3,5,18,27,17,15,21915.0,28.0
12,21915.0,22,23,16,3,6,26,27,25,19,21915.0,56.0
12,21915.0,22,24,10,7,5,26,14,25,19,21915.0,56.0
12,21915.0,11,23,10,1,2,26,20,25,19,21915.0,58.0
12,21915.0,22,24,10,1,8,26,27,25,19,21915.0,57.0
12,21915.0,11,24,10,1,0,26,14,25,19,21915.0,29.0
12,21915.0,11,23,16,1,0,26,14,25,19,21915.0,28.0
12,21915.0,11,24,10,3,8,26,14,25,19,21915.0,29.0
12,21915.0,11,23,10,3,6,18,27,17,15,21915.0,28.0
12,21915.0,11,23,10,1,8,26,14,25,15,21915.0,19.0
12,21915.0,22,23,16,1,8,26,27,25,19,21915.0,58.0
12,21915.0,22,23,16,3,0,26,14,25,19,21915.0,57.0
12,21915.0,11,24,16,3,8,26,27,25,19,21915.0,56.0
12,21915.0,11,23,10,7,6,26,14,17,15,21915.0,9.0
12,21915.0,11,23,10,1,6,26,27,25,19,21915.0,58.0
12,21915.0,11,23,10,7,4,26,14,25,19,21915.0,29.0
12,21915.0,11,24,16,7,9,26,14,17,15,21915.0,10.0
12,21915.0,11,23,16,7,2,26,14,25,19,21915.0,29.0
12,21915.0,11,24,16,7,5,26,27,25,19,21915.0,56.0
12,21915.0,22,24,10,3,5,26,20,25,19,21915.0,58.0
12,21915.0,11,24,10,1,2,26,14,25,19,21915.0,28.0
12,21915.0,11,23,10,7,9,26,20,17,15,21915.0,28.0
12,21915.0,11,23,10,1,0,26,27,25,19,21915.0,58.0
12,21915.0,11,24,16,7,5,18,27,17,15,21915.0,28.0
12,21915.0,11,23,10,3,5,26,27,25,19,21915.0,56.0
12,21915.0,11,23,10,3,6,26,14,17,15,21915.0,10.0
12,21915.0,11,23,10,7,0,26,20,25,19,21915.0,58.0
12,21915.0,22,23,16,7,5,26,27,25,19,21915.0,56.0
12,21915.0,22,23,16,1,4,26,20,25,19,21915.0,58.0
12,21915.0,11,23,16,7,8,26,14,25,19,21915.0,29.0
12,21915.0,22,24,10,7,9,26,27,25,19,21915.0,57.0
12,21915.0,22,23,16,7,2,26,20,25,19,21915.0,58.0
12,21915.0,11,24,16,3,4,26,20,17,15,21915.0,29.0
12,21915.0,11,23,10,1,9,26,14,17,15,21915.0,10.0
12,21915.0,11,23,10,7,2,26,14,25,15,21915.0,19.0
12,21915.0,11,24,16,7,5,26,14,25,15,21915.0,19.0
12,21915.0,11,24,16,1,6,26,14,25,19,21915.0,29.0
12,21915.0,22,24,10,1,5,26,27,25,19,21915.0,57.0
12,21915.0,22,23,16,1,9,26,20,25,19,21915.0,58.0
12,21915.0,11,23,16,3,8,26,14,25,19,21915.0,28.0
12,21915.0,11,24,16,1,0,26,14,25,15,21915.0,19.0
12,21915.0,11,23,10,1,9,26,27,25,19,21915.0,58.0
12,21915.0,11,24,16,1,5,26,20,17,15,21915.0,28.0
12,21915.0,11,24,16,7,5,26,20,25,19,21915.0,57.0
12,21915.0,11,24,16,3,9,18,27,17,15,21915.0,29.0
12,21915.0,11,24,16,3,0,26,27,25,19,21915.0,58.0
12,21915.0,11,23,10,3,0,26,14,17,15,21915.0,10.0
12,21915.0,11,23,10,1,4,26,14,17,15,21915.0,10.0
12,21915.0,11,23,10,3,2,26,27,25,19,21915.0,58.0
12,21915.0,11,23,10,7,6,18,27,17,15,21915.0,29.0
12,21915.0,11,23,10,3,6,26,14,25,19,21915.0,29.0
12,21915.0,11,24,10,1,6,26,14,25,19,21915.0,29.0
12,21915.0,22,24,10,1,0,26,27,25,19,21915.0,58.0
12,21915.0,22,24,10,7,5,26,27,25,19,21915.0,58.0
12,21915.0,11,24,16,1,2,26,14,25,15,21915.0,19.0
12,21915.0,22,23,16,3,2,26,14,25,19,21915.0,58.0
